id_pedido,fecha_pedido,id_cliente,producto,cantidad,ciudad_envio,metodo_pago,canal_venta,calificacion_cliente,categoria,precio_unitario,total_pedido,estado_pedido
ORD-11640,2024-10-30 01:06:52,CUST-1314,Laptop Ultrabook Air,5,Tijuana,Tarjeta de debito,Sitio web,5.0,Computo,15895.89,79479.45,Cancelado
ORD-11535,2024-07-08 12:14:52,CUST-1074,Laptop Ultrabook Air,4,Queretaro,Tarjeta de debito,App movil,,Computo,15683.86,62735.44,Completado
ORD-10460,2024-08-03 01:06:02,CUST-1068,Webcam HD 1080p,4,Puebla,Tarjeta de credito,Marketplace,5.0,Accesorios,667.34,2669.36,Cancelado
ORD-11873,2024-08-24 13:25:53,CUST-1190,Cargador USB-C 65W,3,Merida,Tarjeta de debito,App movil,5.0,Accesorios,459.98,1379.94,Cancelado
ORD-11334,2024-03-02 23:58:06,CUST-1216,"Monitor Curvo 27""",1,Puebla,Tarjeta de credito,Marketplace,2.0,Computo,6870.39,6870.39,Completado
ORD-10829,2024-10-14 06:55:03,CUST-1384,Silla Ergonomica,4,Puebla,Tarjeta de debito,App movil,5.0,Oficina,3072.72,12290.88,Completado
ORD-11205,2024-09-13 02:12:01,CUST-1129,Webcam HD 1080p,5,Merida,Tarjeta de credito,App movil,2.0,Accesorios,723.86,3619.3,Completado
ORD-11117,2024-06-30 06:06:35,CUST-1183,Laptop Ultrabook Air,2,Merida,Tarjeta de debito,App movil,3.0,Computo,13231.36,26462.72,Completado
ORD-10707,2024-05-19 10:36:13,CUST-1341,Silla Ergonomica,4,Queretaro,Tarjeta de credito,App movil,5.0,Oficina,2794.03,11176.12,Completado
ORD-11818,2024-08-08 18:48:01,CUST-1037,Silla Ergonomica,5,Puebla,Efectivo contra entrega,App movil,4.0,Oficina,3347.78,16738.9,Completado
ORD-10898,2024-06-23 23:24:27,CUST-1139,Disco SSD 1TB,5,Tijuana,Transferencia,App movil,5.0,Almacenamiento,1356.76,6783.8,Completado
ORD-11015,2024-11-12 08:41:18,CUST-1282,Laptop Gamer X15,1,Guadalajara,Tarjeta de credito,Marketplace,5.0,Computo,18634.01,18634.01,Completado
ORD-11953,2024-03-17 04:57:36,CUST-1293,Audifonos Bluetooth,1,Merida,Tarjeta de debito,App movil,5.0,Accesorios,894.71,894.71,Completado
ORD-10679,2024-02-22 02:33:57,CUST-1332, Router WiFi 6  ,1,Tijuana,Transferencia,App movil,5.0,Redes,1555.87,1555.87,Cancelado
ORD-10236,2024-02-19 07:53:48,CUST-1251,Laptop Gamer X15,1,Merida,Tarjeta de debito,Sitio web,3.0,Computo,18984.19,18984.19,Completado
ORD-10609,2024-03-18 00:59:49,CUST-1331,Cargador USB-C 65W,1,Guadalajara,Efectivo contra entrega,App movil,5.0,Accesorios,466.63,466.63,Completado
ORD-11290,2024-01-20 05:07:54,CUST-1110,"Monitor Curvo 27""",4,Queretaro,PayPal,App movil,,Computo,6640.36,26561.44,Completado
ORD-11645,2024-03-19 09:10:02,CUST-1241,Tablet 10 pulgadas,2,Monterrey,Efectivo contra entrega,Sitio web,,Computo,4079.33,8158.66,Completado
ORD-11662,2024-11-02 14:32:38,CUST-1166,Impresora Multifuncional,1,Guadalajara,PayPal,Sitio web,5.0,Oficina,2800.19,2800.19,Completado
ORD-10905,2024-06-22 13:43:11,CUST-1347,Laptop Gamer X15,2,monterrey,Efectivo contra entrega,App movil,5.0,Computo,16245.52,32491.04,Completado
ORD-11987,2024-12-06 15:17:57,CUST-1149,Webcam HD 1080p,4,Monterrey,PayPal,Sitio web,4.0,Accesorios,607.67,2430.68,Completado
ORD-11813,2024-01-22 08:17:29,CUST-1134,Audifonos Bluetooth,1,Merida,Tarjeta de credito,App movil,4.0,Accesorios,955.46,955.46,Completado
ORD-11857,2024-05-15 02:04:34,CUST-1370,Disco SSD 1TB,5,tijuana,PayPal,Sitio web,4.0,Almacenamiento,1457.46,7287.3,Cancelado
ORD-10255,2024-12-19 09:02:05,CUST-1176,Bocina Portatil,1,Queretaro,PayPal,App movil,,Accesorios,868.95,868.95,Completado
ORD-10123,2024-12-15 19:04:38,CUST-1379,Teclado Mecanico RGB,1,Tijuana,Tarjeta de credito,Sitio web,4.0,Accesorios,1247.67,1247.67,Devuelto
ORD-10370,2024-12-20 16:22:50,CUST-1300,Cargador USB-C 65W,1,Ciudad de Mexico,Transferencia,Marketplace,4.0,Accesorios,383.39,383.39,Completado
ORD-10613,2024-02-10 07:43:08,CUST-1144,Mouse Inalambrico Pro,2,Tijuana,Tarjeta de debito,App movil,4.0,Accesorios,359.0,718.0,Completado
ORD-11053,2024-06-20 01:01:09,CUST-1340,Tablet 10 pulgadas,2,Guadalajara,Tarjeta de debito,Sitio web,3.0,Computo,3992.91,7985.82,Completado
ORD-10455,2024-09-17 20:37:27,CUST-1004,Router WiFi 6,4,Puebla,Tarjeta de debito,App movil,5.0,Redes,1782.1,7128.4,Completado
ORD-11595,2024-03-04 12:18:58,CUST-1139,Impresora Multifuncional,4,Merida,Tarjeta de debito,Sitio web,2.0,Oficina,2924.19,11696.76,Cancelado
ORD-10189,2024-01-28 07:55:20,CUST-1257,Webcam HD 1080p,2,Monterrey,Tarjeta de debito,App movil,4.0,Accesorios,689.51,1379.02,Completado
ORD-11261,2024-12-26 00:53:29,CUST-1065,Smartwatch Fit,1,Tijuana,Transferencia,App movil,5.0,Wearables,2623.34,2623.34,Completado
ORD-11340,2024-03-09 15:19:21,CUST-1251,Tablet 10 pulgadas,3,Queretaro,Transferencia,Sitio web,4.0,Computo,4463.57,13390.71,Completado
ORD-11825,2024-11-18 21:08:28,CUST-1298,Disco SSD 1TB,2,Monterrey,Transferencia,App movil,4.0,Almacenamiento,1461.79,2923.58,Completado
ORD-11453,2024-09-13 05:17:04,CUST-1276,Bocina Portatil,3,Queretaro,Tarjeta de credito,App movil,4.0,Accesorios,890.12,2670.36,Completado
ORD-11033,2024-06-05 03:02:48,CUST-1359,Disco SSD 1TB,4,Guadalajara,Tarjeta de debito,App movil,4.0,Almacenamiento,1365.8,5463.2,Completado
ORD-10512,2024-01-24 06:07:34,CUST-1257,Mouse Inalambrico Pro,5,Guadalajara,PayPal,App movil,,Accesorios,355.78,1778.9,Cancelado
ORD-11977,2024-11-04 05:32:08,CUST-1105,Laptop Gamer X15,3,Tijuana,Efectivo contra entrega,App movil,5.0,Computo,16460.94,49382.82,Completado
ORD-10901,2024-01-08 06:55:58,CUST-1077,Webcam HD 1080p,1,Merida,Transferencia,App movil,4.0,Accesorios,720.38,720.38,Completado
ORD-11426,2024-12-21 13:11:43,CUST-1256,Webcam HD 1080p,2,Queretaro,Transferencia,App movil,5.0,Accesorios,615.6,1231.2,Completado
ORD-10539,2024-10-08 12:51:13,CUST-1157,Bocina Portatil,4,Guadalajara,Tarjeta de credito,Sitio web,5.0,Accesorios,768.38,3073.52,Completado
ORD-10352,2024-09-07 19:00:54,CUST-1322,Impresora Multifuncional,5,Tijuana,Tarjeta de debito,App movil,4.0,Oficina,2394.2,11971.0,Completado
ORD-11834,2024-03-17 00:23:25,CUST-1066,Bocina Portatil,1,Tijuana,Tarjeta de credito,App movil,1.0,Accesorios,792.87,792.87,Devuelto
ORD-11031,2024-03-21 02:16:53,CUST-1379,Webcam HD 1080p,2,Guadalajara,Tarjeta de credito,App movil,5.0,Accesorios,693.8,1387.6,Completado
ORD-10932,2024-10-19 04:40:27,CUST-1008,Laptop Gamer X15,2,Merida,PayPal,Marketplace,5.0,Computo,18710.43,37420.86,Cancelado
ORD-11368,2024-06-10 08:48:51,CUST-1395,Tablet 10 pulgadas,1,Queretaro,Tarjeta de debito,App movil,,Computo,4316.73,4316.73,Completado
ORD-10098,2024-12-01 17:44:40,CUST-1131,Laptop Ultrabook Air,1,Tijuana,Tarjeta de debito,Marketplace,4.0,Computo,15365.89,15365.89,Devuelto
ORD-11643,2024-12-21 06:35:38,CUST-1097,Teclado Mecanico RGB,1,Guadalajara,Tarjeta de credito,App movil,3.0,Accesorios,1190.57,1190.57,Completado
ORD-10237,2024-02-03 11:56:47,CUST-1104,Laptop Gamer X15,2,Merida,Tarjeta de debito,Sitio web,3.0,Computo,17676.09,35352.18,Cancelado
ORD-10457,2024-06-23 16:55:28,CUST-1291,Impresora Multifuncional,1,Queretaro,Efectivo contra entrega,Marketplace,4.0,Oficina,2645.07,2645.07,Completado
ORD-11730,2024-01-20 19:00:49,CUST-1169,Teclado Mecanico RGB,5,Monterrey,Tarjeta de debito,App movil,5.0,Accesorios,1036.37,5181.85,Completado
ORD-10899,2024-11-09 15:32:49,CUST-1093,Tablet 10 pulgadas,1,Tijuana,Tarjeta de debito,App movil,4.0,Computo,4040.29,4040.29,Cancelado
ORD-11423,2024-08-08 07:02:34,CUST-1298,Disco SSD 1TB,1,Tijuana,PayPal,App movil,5.0,Almacenamiento,1277.54,1277.54,Completado
ORD-10508,2024-06-03 17:04:40,CUST-1053, Smartwatch Fit  ,2,Tijuana,Transferencia,App movil,5.0,Wearables,2583.49,5166.98,Completado
ORD-11379,2024-02-08 13:48:20,CUST-1357,Mouse Inalambrico Pro,1,Queretaro,Tarjeta de debito,App movil,5.0,Accesorios,353.63,353.63,Completado
ORD-10163,2024-08-03 02:16:10,CUST-1348,Cargador USB-C 65W,2,Guadalajara,Tarjeta de debito,App movil,5.0,Accesorios,461.94,923.88,Completado
ORD-10540,2024-01-31 23:51:35,CUST-1179,"Monitor Curvo 27""",1,Puebla,PayPal,App movil,5.0,Computo,6737.73,6737.73,Completado
ORD-11824,2024-01-24 08:04:16,CUST-1310,Bocina Portatil,5,puebla,Efectivo contra entrega,Sitio web,4.0,Accesorios,893.36,4466.8,Completado
ORD-10726,2024-05-13 01:12:46,CUST-1125,Mouse Inalambrico Pro,1,Tijuana,Tarjeta de debito,Sitio web,5.0,Accesorios,338.62,338.62,Completado
ORD-10972,2024-11-15 08:48:39,CUST-1108,Audifonos Bluetooth,3,Queretaro,Tarjeta de credito,App movil,,Accesorios,941.4,2824.2,Completado
ORD-11618,2024-07-06 15:09:40,CUST-1144,Smartwatch Fit,2,Ciudad de Mexico,Tarjeta de debito,App movil,5.0,Wearables,2616.37,5232.74,Completado
ORD-11403,2024-11-03 19:35:58,CUST-1292,Mouse Inalambrico Pro,1,Queretaro,Tarjeta de debito,App movil,5.0,Accesorios,366.64,366.64,Devuelto
ORD-10021,2024-02-14 19:06:23,CUST-1365,Webcam HD 1080p,1,Monterrey,Tarjeta de debito,Sitio web,5.0,Accesorios,620.69,620.69,Completado
ORD-11100,2024-02-05 04:56:32,CUST-1294,Silla Ergonomica,2,Tijuana,PayPal,Sitio web,5.0,Oficina,3114.5,6229.0,Completado
ORD-10061,2024-10-02 07:28:44,CUST-1315,Smartwatch Fit,4,Puebla,Tarjeta de debito,App movil,5.0,Wearables,2623.74,10494.96,Completado
ORD-11526,2024-05-12 09:44:46,CUST-1282,Laptop Ultrabook Air,2,Monterrey,Tarjeta de credito,App movil,4.0,Computo,13772.56,27545.12,Completado
ORD-11279,2024-07-13 17:14:13,CUST-1114,Tablet 10 pulgadas,1,Merida,Tarjeta de debito,App movil,4.0,Computo,3982.4,3982.4,Cancelado
ORD-10382,2024-06-27 03:13:43,CUST-1044,Teclado Mecanico RGB,1,Ciudad de Mexico,PayPal,Sitio web,2.0,Accesorios,1094.55,1094.55,Completado
ORD-10791,2024-08-25 11:46:05,CUST-1044,Audifonos Bluetooth,5,Queretaro,Tarjeta de credito,Marketplace,5.0,Accesorios,817.65,4088.25,Completado
ORD-10169,2024-02-12 13:45:05,CUST-1063,Router WiFi 6,4,Queretaro,Tarjeta de credito,Sitio web,4.0,Redes,1735.89,6943.56,Completado
ORD-11983,2024-04-08 22:53:02,CUST-1010,Cargador USB-C 65W,5,Queretaro,Transferencia,App movil,4.0,Accesorios,403.89,2019.45,Completado
ORD-11651,2024-03-07 06:17:19,CUST-1206,Smartwatch Fit,3,Ciudad de Mexico,Tarjeta de credito,App movil,4.0,Wearables,2223.88,6671.64,Completado
ORD-10311,2024-02-06 03:01:26,CUST-1127,Tablet 10 pulgadas,1,Merida,Tarjeta de credito,App movil,1.0,Computo,4158.5,4158.5,Cancelado
ORD-11541,2024-11-11 02:41:12,CUST-1195,Teclado Mecanico RGB,1,Guadalajara,Tarjeta de credito,App movil,5.0,Accesorios,1160.73,1160.73,Completado
ORD-11757,2024-03-03 14:55:37,CUST-1031,Laptop Gamer X15,1,merida,Tarjeta de credito,Sitio web,5.0,Computo,18586.47,18586.47,Completado
ORD-10492,2024-01-11 04:14:22,CUST-1260,Laptop Ultrabook Air,1,Merida,Efectivo contra entrega,App movil,1.0,Computo,14753.14,14753.14,Cancelado
ORD-10044,2024-09-09 03:38:51,CUST-1358,Mouse Inalambrico Pro,2,Ciudad de Mexico,Tarjeta de credito,Sitio web,5.0,Accesorios,359.36,718.72,Completado
ORD-10860,2024-08-30 16:58:53,CUST-1137,Audifonos Bluetooth,4,Queretaro,Tarjeta de credito,App movil,4.0,Accesorios,852.87,3411.48,Devuelto
ORD-11938,2024-04-01 19:45:41,CUST-1330,Bocina Portatil,2,Merida,Tarjeta de credito,Marketplace,5.0,Accesorios,810.13,1620.26,Completado
ORD-10700,2024-01-09 16:52:31,CUST-1096,Silla Ergonomica,1,Guadalajara,Tarjeta de credito,App movil,2.0,Oficina,3161.38,3161.38,Completado
ORD-11994,2024-11-02 09:04:08,CUST-1173,Smartwatch Fit,2,Monterrey,Tarjeta de credito,App movil,5.0,Wearables,2532.53,5065.06,Completado
ORD-10592,2024-11-06 13:01:05,CUST-1370,Mouse Inalambrico Pro,3,Queretaro,Tarjeta de debito,App movil,3.0,Accesorios,301.8,905.4,Completado
ORD-11524,2024-06-12 22:13:26,CUST-1352,Smartwatch Fit,5,Ciudad de Mexico,Transferencia,App movil,4.0,Wearables,2349.41,11747.05,Completado
ORD-10533,2024-07-25 20:52:40,CUST-1349,Router WiFi 6,2,Guadalajara,Tarjeta de debito,Sitio web,5.0,Redes,1769.73,3539.46,Completado
ORD-10324,2024-02-03 11:28:44,CUST-1015,Audifonos Bluetooth,4,Tijuana,Transferencia,App movil,3.0,Accesorios,913.94,3655.76,Completado
ORD-10782,2024-08-28 16:11:27,CUST-1261,"Monitor Curvo 27""",1,Puebla,Tarjeta de credito,Sitio web,5.0,Computo,5967.53,5967.53,Devuelto
ORD-10752,2024-01-01 05:45:33,CUST-1200,Webcam HD 1080p,1,Merida,Tarjeta de credito,Marketplace,4.0,Accesorios,641.84,641.84,Cancelado
ORD-11909,2024-12-20 09:19:43,CUST-1085,Laptop Gamer X15,4,Merida,Tarjeta de debito,App movil,5.0,Computo,17890.96,71563.84,Completado
ORD-11581,2024-09-17 07:13:06,CUST-1011,Router WiFi 6,2,Queretaro,PayPal,App movil,4.0,Redes,1546.4,3092.8,Devuelto
ORD-10810,2024-02-18 11:08:10,CUST-1006,Impresora Multifuncional,2,Ciudad de Mexico,PayPal,App movil,4.0,Oficina,2939.07,5878.14,Devuelto
ORD-11695,2024-11-22 19:00:36,CUST-1051,Teclado Mecanico RGB,1,Monterrey,Tarjeta de credito,Marketplace,,Accesorios,1174.51,1174.51,Completado
ORD-10480,2024-06-29 01:55:48,CUST-1146,Laptop Gamer X15,1,Merida,PayPal,App movil,3.0,Computo,18240.71,18240.71,Cancelado
ORD-10605,2024-12-03 06:23:20,CUST-1334,Teclado Mecanico RGB,2,Tijuana,Tarjeta de credito,Marketplace,3.0,Accesorios,1196.6,2393.2,Completado
ORD-10989,2024-08-23 15:51:58,CUST-1067,Impresora Multifuncional,4,Merida,Transferencia,App movil,5.0,Oficina,2492.16,9968.64,Completado
ORD-10026,2024-07-02 07:49:28,CUST-1235,Teclado Mecanico RGB,1,Monterrey,Tarjeta de credito,App movil,5.0,Accesorios,1140.9,1140.9,Completado
ORD-10664,2024-07-26 07:51:04,CUST-1309,Mouse Inalambrico Pro,2,Monterrey,Tarjeta de debito,Sitio web,5.0,Accesorios,300.22,600.44,Completado
ORD-11319,2024-06-19 19:40:22,CUST-1297,Teclado Mecanico RGB,1,Monterrey,Tarjeta de credito,App movil,1.0,Accesorios,1122.95,1122.95,Completado
ORD-11593,2024-09-03 21:18:23,CUST-1178,Cargador USB-C 65W,1,Puebla,Tarjeta de debito,Marketplace,4.0,Accesorios,418.6,418.6,Devuelto
ORD-10691,2024-10-08 12:11:34,CUST-1082,Laptop Gamer X15,4,Tijuana,Tarjeta de credito,App movil,5.0,Computo,16736.6,66946.4,Completado
ORD-10394,2024-12-05 05:20:25,CUST-1270,Smartwatch Fit,1,Puebla,Tarjeta de debito,App movil,4.0,Wearables,2394.28,2394.28,Completado
ORD-10456,2024-09-11 23:02:29,CUST-1193,Disco SSD 1TB,2,Guadalajara,Efectivo contra entrega,Sitio web,4.0,Almacenamiento,1315.63,2631.26,Completado
ORD-10612,2024-03-10 14:42:39,CUST-1325,Smartwatch Fit,2,Queretaro,Efectivo contra entrega,App movil,4.0,Wearables,2398.38,4796.76,Completado
ORD-11506,2024-10-29 00:19:43,CUST-1242,Disco SSD 1TB,3,Ciudad de Mexico,Tarjeta de credito,App movil,3.0,Almacenamiento,1339.62,4018.86,Completado
ORD-10767,2024-06-25 22:18:55,CUST-1298,Audifonos Bluetooth,2,Guadalajara,Tarjeta de debito,Sitio web,3.0,Accesorios,952.65,1905.3,Completado
ORD-11600,2024-07-06 20:53:20,CUST-1263,Laptop Ultrabook Air,3,Ciudad de Mexico,Tarjeta de credito,Sitio web,,Computo,14395.36,43186.08,Completado
ORD-10736,2024-12-06 00:46:43,CUST-1086,Router WiFi 6,5,Tijuana,Tarjeta de debito,Sitio web,5.0,Redes,1823.72,9118.6,Completado
ORD-10262,2024-02-14 06:47:55,CUST-1305,Impresora Multifuncional,3,Monterrey,Tarjeta de debito,App movil,4.0,Oficina,2653.04,7959.12,Completado
ORD-11861,2024-03-05 00:47:17,CUST-1393,Cargador USB-C 65W,2,Merida,Efectivo contra entrega,Sitio web,5.0,Accesorios,409.16,818.32,Completado
ORD-11211,2024-08-12 20:05:03,CUST-1347,Router WiFi 6,2,Merida,Tarjeta de debito,Sitio web,5.0,Redes,1634.63,3269.26,Completado
ORD-10368,2024-10-19 04:17:05,CUST-1168,Silla Ergonomica,1,Monterrey,Tarjeta de credito,App movil,3.0,Oficina,3184.03,3184.03,Completado
ORD-10869,2024-01-17 16:24:37,CUST-1114,Webcam HD 1080p,1,Merida,Transferencia,App movil,,Accesorios,669.56,669.56,Devuelto
ORD-11732,2024-06-13 06:57:06,CUST-1165,Audifonos Bluetooth,1,Ciudad de Mexico,Efectivo contra entrega,App movil,4.0,Accesorios,880.47,880.47,Completado
ORD-10464,2024-02-01 23:58:34,CUST-1253,Laptop Ultrabook Air,2,Monterrey,Tarjeta de credito,Marketplace,,Computo,13005.72,26011.44,Completado
ORD-11989,2024-12-08 08:26:39,CUST-1270,"Monitor Curvo 27""",1,Monterrey,Transferencia,Sitio web,5.0,Computo,6295.71,6295.71,Devuelto
ORD-11107,2024-06-06 07:18:05,CUST-1051,Laptop Gamer X15,5,Merida,PayPal,Sitio web,5.0,Computo,17804.95,89024.75,Completado
ORD-11782,2024-01-19 00:12:56,CUST-1157,Bocina Portatil,5,Merida,Tarjeta de credito,Marketplace,5.0,Accesorios,861.7,4308.5,Completado
ORD-10309,2024-10-30 02:20:12,CUST-1269,Impresora Multifuncional,2,Guadalajara,PayPal,Sitio web,5.0,Oficina,2409.09,4818.18,Devuelto
ORD-11025,2024-03-12 18:42:56,CUST-1378,Teclado Mecanico RGB,2,Queretaro,Tarjeta de debito,App movil,4.0,Accesorios,1215.44,2430.88,Completado
ORD-10893,2024-08-14 06:59:04,CUST-1253,Silla Ergonomica,2,Puebla,PayPal,App movil,5.0,Oficina,2757.41,5514.82,Cancelado
ORD-10673,2024-09-30 11:42:55,CUST-1059,Silla Ergonomica,4,Tijuana,Tarjeta de credito,Marketplace,3.0,Oficina,2766.69,11066.76,Completado
ORD-10577,2024-07-01 01:37:29,CUST-1009,Cargador USB-C 65W,2,Tijuana,Efectivo contra entrega,Marketplace,5.0,Accesorios,415.17,830.34,Completado
ORD-11306,2024-02-24 02:01:46,CUST-1097,Bocina Portatil,1,Puebla,Tarjeta de debito,App movil,4.0,Accesorios,811.34,811.34,Completado
ORD-11894,2024-09-26 00:07:15,CUST-1061,Bocina Portatil,2,Merida,Tarjeta de credito,Marketplace,4.0,Accesorios,910.48,1820.96,Completado
ORD-11360,2024-02-25 03:19:16,CUST-1210,Disco SSD 1TB,5,Tijuana,Transferencia,Marketplace,5.0,Almacenamiento,1252.08,6260.4,Devuelto
ORD-11194,2024-11-10 20:23:36,CUST-1291,Disco SSD 1TB,3,Guadalajara,Tarjeta de debito,Sitio web,3.0,Almacenamiento,1510.98,4532.94,Completado
ORD-10928,2024-04-22 15:05:31,CUST-1185,Cargador USB-C 65W,1,Guadalajara,Tarjeta de debito,App movil,,Accesorios,415.97,415.97,Completado
ORD-10975,2024-04-14 03:09:53,CUST-1133,Webcam HD 1080p,4,Merida,Transferencia,App movil,5.0,Accesorios,648.57,2594.28,Completado
ORD-11317,2024-06-22 20:29:57,CUST-1010,Cargador USB-C 65W,2,Ciudad de Mexico,Tarjeta de credito,Sitio web,3.0,Accesorios,438.97,877.94,Completado
ORD-10836,2024-09-07 22:59:46,CUST-1205,Teclado Mecanico RGB,2,Merida,Tarjeta de debito,App movil,5.0,Accesorios,1034.9,2069.8,Completado
ORD-11312,2024-11-22 08:31:15,CUST-1338,Mouse Inalambrico Pro,1,Tijuana,Tarjeta de credito,Sitio web,5.0,Accesorios,351.99,351.99,Completado
ORD-10378,2024-03-27 17:00:23,CUST-1214,Laptop Gamer X15,5,Puebla,Tarjeta de credito,App movil,5.0,Computo,17011.13,85055.65,Cancelado
ORD-11165,2024-02-24 23:12:43,CUST-1009,Laptop Gamer X15,4,Guadalajara,PayPal,Sitio web,5.0,Computo,16413.28,65653.12,Cancelado
ORD-10696,2024-09-12 00:46:53,CUST-1285,Router WiFi 6,4,Tijuana,Tarjeta de debito,App movil,3.0,Redes,1544.4,6177.6,Completado
ORD-11540,2024-01-17 10:56:12,CUST-1080,Laptop Ultrabook Air,1,Ciudad de Mexico,Tarjeta de credito,App movil,3.0,Computo,13292.2,13292.2,Completado
ORD-10538,2024-07-08 12:04:25,CUST-1394,Disco SSD 1TB,3,Tijuana,Tarjeta de credito,Sitio web,5.0,Almacenamiento,1337.25,4011.75,Completado
ORD-10911,2024-10-24 11:00:46,CUST-1196,Disco SSD 1TB,5,Guadalajara,Tarjeta de credito,App movil,1.0,Almacenamiento,1328.55,6642.75,Completado
ORD-11461,2024-02-04 22:25:33,CUST-1369,Bocina Portatil,1,Monterrey,Tarjeta de credito,Marketplace,5.0,Accesorios,757.07,757.07,Completado
ORD-11636,2024-10-28 12:29:57,CUST-1000,Bocina Portatil,2,Puebla,Tarjeta de debito,Sitio web,4.0,Accesorios,845.27,1690.54,Completado
ORD-11003,2024-07-02 01:07:45,CUST-1373,Teclado Mecanico RGB,5,Guadalajara,Tarjeta de credito,App movil,5.0,Accesorios,1083.84,5419.2,Completado
ORD-11303,2024-03-26 20:26:12,CUST-1208,"Monitor Curvo 27""",2,Puebla,Tarjeta de credito,App movil,,Computo,6899.05,13798.1,Completado
ORD-11163,2024-12-21 11:36:33,CUST-1144,Impresora Multifuncional,5,Merida,Tarjeta de credito,Marketplace,5.0,Oficina,2401.98,12009.9,Completado
ORD-11022,2024-11-18 19:49:02,CUST-1098,Mouse Inalambrico Pro,2,Guadalajara,Tarjeta de credito,App movil,5.0,Accesorios,329.77,659.54,Completado
ORD-10834,2024-11-11 00:08:02,CUST-1344,Teclado Mecanico RGB,3,Monterrey,Tarjeta de credito,Sitio web,4.0,Accesorios,1139.82,3419.46,Completado
ORD-10288,2024-04-03 11:22:01,CUST-1055,Tablet 10 pulgadas,1,Monterrey,PayPal,Sitio web,4.0,Computo,4707.94,4707.94,Completado
ORD-10129,2024-11-28 18:39:11,CUST-1252,Bocina Portatil,1,Puebla,Tarjeta de credito,App movil,5.0,Accesorios,825.54,825.54,Completado
ORD-11743,2024-02-10 13:27:08,CUST-1303,Router WiFi 6,1,Monterrey,Tarjeta de credito,App movil,5.0,Redes,1870.22,1870.22,Cancelado
ORD-10095,2024-08-03 06:08:38,CUST-1109,Webcam HD 1080p,3,Guadalajara,Tarjeta de credito,Marketplace,5.0,Accesorios,655.51,1966.53,Cancelado
ORD-11023,2024-02-17 18:46:41,CUST-1097,Router WiFi 6,4,Queretaro,PayPal,Sitio web,3.0,Redes,1704.12,6816.48,Completado
ORD-11167,2024-06-02 19:42:07,CUST-1289,Router WiFi 6,2,Guadalajara,Tarjeta de credito,Sitio web,5.0,Redes,1748.07,3496.14,Completado
ORD-10482,2024-01-22 00:22:37,CUST-1097,Laptop Gamer X15,5,Queretaro,Transferencia,App movil,4.0,Computo,16486.68,82433.4,Devuelto
ORD-10792,2024-08-06 17:35:09,CUST-1011,Cargador USB-C 65W,5,Queretaro,Transferencia,App movil,5.0,Accesorios,397.74,1988.7,Devuelto
ORD-11357,2024-01-11 20:26:03,CUST-1287,Impresora Multifuncional,3,Merida,PayPal,Sitio web,2.0,Oficina,2569.23,7707.69,Cancelado
ORD-11405,2024-06-19 14:55:56,CUST-1235,Bocina Portatil,5,queretaro,Tarjeta de debito,Sitio web,3.0,Accesorios,834.49,4172.45,Completado
ORD-11027,2024-06-15 16:35:34,CUST-1356,Impresora Multifuncional,2,Puebla,Tarjeta de credito,App movil,,Oficina,2880.38,5760.76,Completado
ORD-10722,2024-05-01 09:26:41,CUST-1351,Bocina Portatil,2,Merida,Tarjeta de debito,Sitio web,2.0,Accesorios,769.33,1538.66,Completado
ORD-10802,2024-03-29 14:57:04,CUST-1095,Laptop Gamer X15,2,Queretaro,PayPal,Marketplace,5.0,Computo,18717.65,37435.3,Devuelto
ORD-10701,2024-03-06 09:17:25,CUST-1029,Silla Ergonomica,5,Ciudad de Mexico,Tarjeta de credito,App movil,5.0,Oficina,3082.31,15411.55,Cancelado
ORD-10039,2024-12-05 07:31:03,CUST-1158,Router WiFi 6,3,Queretaro,Transferencia,Sitio web,2.0,Redes,1714.07,5142.21,Cancelado
ORD-10043,2024-04-02 05:04:32,CUST-1201,Silla Ergonomica,2,Guadalajara,Tarjeta de credito,App movil,3.0,Oficina,3101.4,6202.8,Completado
ORD-11521,2024-11-06 11:37:34,CUST-1278,Laptop Ultrabook Air,3,Merida,Tarjeta de credito,App movil,5.0,Computo,14033.04,42099.12,Completado
ORD-11997,2024-05-07 16:50:32,CUST-1342,Smartwatch Fit,3,Ciudad de Mexico,Tarjeta de debito,Sitio web,5.0,Wearables,2676.95,8030.85,Completado
ORD-10289,2024-03-14 05:51:15,CUST-1017,Cargador USB-C 65W,3,Queretaro,PayPal,Sitio web,4.0,Accesorios,471.16,1413.48,Completado
ORD-11796,2024-05-09 15:55:38,CUST-1279,Disco SSD 1TB,3,Guadalajara,Tarjeta de credito,Sitio web,5.0,Almacenamiento,1320.33,3960.99,Devuelto
ORD-10908,2024-07-19 17:35:18,CUST-1391,Cargador USB-C 65W,2,Merida,Tarjeta de credito,App movil,5.0,Accesorios,391.65,783.3,Cancelado
ORD-10243,2024-05-05 05:57:55,CUST-1182,Router WiFi 6,3,Tijuana,Tarjeta de debito,Sitio web,,Redes,1661.29,4983.87,Completado
ORD-10922,2024-10-27 18:39:49,CUST-1136,Webcam HD 1080p,3,Ciudad de Mexico,Tarjeta de debito,Marketplace,5.0,Accesorios,700.71,2102.13,Completado
ORD-11119,2024-01-23 10:37:07,CUST-1004,Router WiFi 6,1,Guadalajara,PayPal,App movil,5.0,Redes,1726.7,1726.7,Cancelado
